"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2021","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427132","10.13","14237","","","","0"
"2021/2022","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427132","10.13","15437","","","","0"
"2012/2013","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5628","","","","0"
"2013/2014","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5655","","","","0"
"2014/2015","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5725","","","","0"
"2015/2016","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5784","","","","0"
"2016/2017","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5847","","","","0"
"2017/2018","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5845","","","","0"
"2018/2019","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5828","","","","0"
"2019/2020","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5868","","","","0"
"2020/2021","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","6279","","","","0"
"2021/2022","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","6747","","","","0"
"2012/2013","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9889","","","","0"
"2013/2014","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9889","","","","0"
"2014/2015","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9987","","","","0"
"2015/2016","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9987","","","","0"
"2016/2017","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9987","","","","0"
"2017/2018","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9987","","","","0"
"2018/2019","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","10611","","","","0"
"2019/2020","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","10611","","","","0"
"2020/2021","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","11352","","","","0"
"2021/2022","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","12146","","","","0"
"2012/2013","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10756","","","","0"
"2013/2014","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10756","","","","0"
"2014/2015","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2015/2016","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2016/2017","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2017/2018","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2018/2019","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2019/2020","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2020/2021","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","11625","","","","0"
"2021/2022","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","12438","","","","0"
"2018/2019","Alberta","2016A000248","Optometry","Current dollars","75","units","0","v1073541846","10.20","","..","","","0"
"2019/2020","Alberta","2016A000248","Optometry","Current dollars","75","units","0","v1073541846","10.20","","..","","","0"
"2020/2021","Alberta","2016A000248","Optometry","Current dollars","75","units","0","v1073541846","10.20","","..","","","0"
"2021/2022","Alberta","2016A000248","Optometry","Current dollars","75","units","0","v1073541846","10.20","","..","","","0"
"2012/2013","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5087","","","","0"
"2013/2014","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5208","","","","0"
"2014/2015","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5199","","","","0"
"2015/2016","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5187","","","","0"
"2016/2017","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5165","","","","0"
"2017/2018","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5161","","","","0"
"2018/2019","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5160","","","","0"
"2019/2020","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5210","","","","0"
"2020/2021","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5574","","","","0"
"2021/2022","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5950","","","","0"
"2014/2015","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","","..","","","0"
"2015/2016","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","","..","","","0"
"2016/2017","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","4942","","","","0"
"2017/2018","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","4523","","","","0"
"2018/2019","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","4523","","","","0"
"2019/2020","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","4744","","","","0"
"2020/2021","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","5120","","","","0"
"2021/2022","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","5497","","","","0"
"2012/2013","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","4931","","","","0"
"2013/2014","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5018","","","","0"
"2014/2015","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5201","","","","0"
"2015/2016","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5397","","","","0"
"2016/2017","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5523","","","","0"
"2017/2018","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5669","","","","0"
"2018/2019","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5806","","","","0"
"2019/2020","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5936","","","","0"
"2020/2021","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5990","","","","0"
"2021/2022","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","6109","","","","0"
"2012/2013","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","4636","","","","0"
"2013/2014","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","4739","","","","0"
"2014/2015","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","4891","","","","0"
"2015/2016","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5050","","","","0"
"2016/2017","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5229","","","","0"
"2017/2018","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5211","","","","0"
"2018/2019","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5283","","","","0"
"2019/2020","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5348","","","","0"
"2020/2021","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5442","","","","0"
"2021/2022","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5551","","","","0"
"2012/2013","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","4307","","","","0"
"2013/2014","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","4400","","","","0"
"2014/2015","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","4403","","","","0"
"2015/2016","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","4624","","","","0"
"2016/2017","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","5309","","","","0"
"2017/2018","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","5558","","","","0"
"2018/2019","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","5770","","","","0"
"2019/2020","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","5927","","","","0"
"2020/2021","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","6064","","","","0"
"2021/2022","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","6162","","","","0"
"2012/2013","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4509","","","","0"
"2013/2014","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4577","","","","0"
"2014/2015","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4695","","","","0"
"2015/2016","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4791","","","","0"
"2016/2017","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4836","","","","0"
"2017/2018","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4972","","","","0"
"2018/2019","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","5077","","","","0"
"2019/2020","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","5164","","","","0"
"2020/2021","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","5258","","","","0"
"2021/2022","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","5363","","","","0"
"2012/2013","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","4785","","","","0"
"2013/2014","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","4847","","","","0"
"2014/2015","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","4952","","","","0"
"2015/2016","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","4975","","","","0"
"2016/2017","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5050","","","","0"
"2017/2018","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5161","","","","0"
"2018/2019","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5267","","","","0"
"2019/2020","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5389","","","","0"
"2020/2021","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5483","","","","0"
"2021/2022","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5593","","","","0"
"2012/2013","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","9536","","","","0"
"2013/2014","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","9642","","","","0"
"2014/2015","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","10115","","","","0"
"2015/2016","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","10014","","","","0"
"2016/2017","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","11112","","","","0"
"2017/2018","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","12894","","","","0"
"2018/2019","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","13095","","","","0"
"2019/2020","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","13376","","","","0"
"2020/2021","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","13562","","","","0"
"2021/2022","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","13833","","","","0"
"2012/2013","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","4449","","","","0"
"2013/2014","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","4500","","","","0"
"2014/2015","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","4700","","","","0"
"2015/2016","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5020","","","","0"
"2016/2017","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5188","","","","0"
"2017/2018","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5398","","","","0"
"2018/2019","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5547","","","","0"
"2019/2020","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5720","","","","0"
"2020/2021","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5853","","","","0"
"2021/2022","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5970","","","","0"
"2012/2013","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","4790","","","","0"
"2013/2014","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","4886","","","","0"
"2014/2015","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","4880","","","","0"
"2015/2016","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","4983","","","","0"
"2016/2017","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","4999","","","","0"
"2017/2018","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","5109","","","","0"
"2018/2019","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","5209","","","","0"
"2019/2020","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","5309","","","","0"
"2020/2021","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","5405","","","","0"
"2021/2022","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","5513","","","","0"
"2012/2013","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","4719","","","","0"
"2013/2014","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","4848","","","","0"
"2014/2015","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","4894","","","","0"
"2015/2016","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","4940","","","","0"
"2016/2017","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5032","","","","0"
"2017/2018","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5090","","","","0"
"2018/2019","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5186","","","","0"
"2019/2020","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5293","","","","0"
"2020/2021","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5401","","","","0"
"2021/2022","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5509","","","","0"
"2012/2013","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","4879","","","","0"
"2013/2014","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","4976","","","","0"
"2014/2015","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5140","","","","0"
"2015/2016","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5438","","","","0"
"2016/2017","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5509","","","","0"
"2017/2018","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5631","","","","0"
"2018/2019","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5842","","","","0"
"2019/2020","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5915","","","","0"
"2020/2021","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","6039","","","","0"
"2021/2022","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","6159","","","","0"
"2012/2013","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","4700","","","","0"
"2013/2014","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","4794","","","","0"
"2014/2015","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","4890","","","","0"
"2015/2016","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","5306","","","","0"
"2016/2017","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","5396","","","","0"
"2017/2018","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","5527","","","","0"
"2018/2019","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","5670","","","","0"
"2019/2020","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","6786","","","","0"
"2020/2021","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","6949","","","","0"
"2021/2022","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","7088","","","","0"
"2012/2013","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","4631","","","","0"
"2013/2014","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","4700","","","","0"
"2014/2015","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","4975","","","","0"
"2015/2016","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","5064","","","","0"
"2016/2017","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","4983","","","","0"
"2017/2018","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","5088","","","","0"
"2018/2019","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","5257","","","","0"
"2019/2020","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","5372","","","","0"
"2020/2021","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","5518","","","","0"
"2021/2022","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","5629","","","","0"
"2012/2013","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","16082","","","","0"
"2013/2014","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","16403","","","","0"
"2014/2015","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","16731","","","","0"
"2015/2016","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","27111","","","","0"
"2016/2017","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","27653","","","","0"
"2017/2018","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","28206","","","","0"
"2018/2019","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","28770","","","","0"
"2019/2020","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","29346","","","","0"
"2020/2021","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","29932","","","","0"
"2021/2022","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","30531","","","","0"
"2012/2013","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","16082","","","","0"
"2013/2014","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","16403","","","","0"
"2014/2015","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","16731","","","","0"
"2015/2016","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","17066","","","","0"
"2016/2017","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","17407","","","","0"
"2017/2018","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","17755","","","","0"
"2018/2019","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","18110","","","","0"
"2019/2020","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","18473","","","","0"
"2020/2021","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","18842","","","","0"
"2021/2022","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","19219","","","","0"
"2012/2013","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4287","","","","0"
"2013/2014","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4380","","","","0"
"2014/2015","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4379","","","","0"
"2015/2016","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4340","","","","0"
"2016/2017","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4382","","","","0"
"2017/2018","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4613","","","","0"
"2018/2019","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4700","","","","0"
"2019/2020","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4816","","","","0"
"2020/2021","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4916","","","","0"
"2021/2022","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","5014","","","","0"
"2012/2013","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","6930","","","","0"
"2013/2014","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","7069","","","","0"
"2014/2015","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","7210","","","","0"
"2015/2016","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","12016","","","","0"
"2016/2017","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","12256","","","","0"
"2017/2018","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","12501","","","","0"
"2018/2019","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","12751","","","","0"
"2019/2020","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","13006","","","","0"
"2020/2021","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","13266","","","","0"
"2021/2022","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","13532","","","","0"
"2018/2019","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073541847","11.16","","..","","","0"
"2019/2020","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073541847","11.16","","..","","","0"
"2020/2021","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073541847","11.16","","..","","","0"
"2021/2022","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073541847","11.16","","..","","","0"
"2018/2019","British Columbia","2016A000259","Optometry","Current dollars","75","units","0","v1073541848","11.20","","..","","","0"
"2019/2020","British Columbia","2016A000259","Optometry","Current dollars","75","units","0","v1073541848","11.20","","..","","","0"
"2020/2021","British Columbia","2016A000259","Optometry","Current dollars","75","units","0","v1073541848","11.20","","..","","","0"
"2021/2022","British Columbia","2016A000259","Optometry","Current dollars","75","units","0","v1073541848","11.20","","..","","","0"
"2012/2013","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","4755","","","","0"
"2013/2014","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","4850","","","","0"
"2014/2015","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","4890","","","","0"
"2015/2016","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","4947","","","","0"
"2016/2017","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","4992","","","","0"
"2017/2018","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","5029","","","","0"
"2018/2019","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","5129","","","","0"
"2019/2020","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","5176","","","","0"
"2020/2021","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","5289","","","","0"
"2021/2022","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","5394","","","","0"
"2014/2015","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","","..","","","0"
"2015/2016","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","","..","","","0"
"2016/2017","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","5334","","","","0"
"2017/2018","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","6157","","","","0"
"2018/2019","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","6086","","","","0"
"2019/2020","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","5085","","","","0"
"2020/2021","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","5010","","","","0"
"2021/2022","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","5110","","","","0"
